

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (Sequence_Name,mcg,gvh,alm,mit,erl,pox,vac,nuc)
    91      6:ME1      5:ME2   +   1 (YN94_YEAST,0.81,0.79,0.32,0.37,0.5,0,0.41,0.22)
    92      6:ME1      5:ME2   +   1 (PLB1_YEAST,0.78,0.69,0.44,0.26,0.5,0,0.54,0.22)
    93      6:ME1      2:NUC   +   1 (STE3_YEAST,0.88,0.72,0.32,0.3,0.5,0,0.52,0.33)
    94      7:EXC      4:ME3   +   1 (KHS1_YEAST,0.89,0.77,0.36,0.34,0.5,0,0.44,0.22)
    95      7:EXC      4:ME3   +   1 (KHR1_YEAST,0.84,0.63,0.38,0.23,0.5,0,0.53,0.22)
    96      7:EXC      3:MIT   +   1 (EXG1_YEAST,0.77,0.87,0.47,0.37,0.5,0,0.48,0.22)
    97      4:ME3      1:CYT   +   1 (FET3_YEAST,0.54,0.55,0.42,0.22,0.5,0,0.48,0.22)
    98      4:ME3      3:MIT   +   1 (HXT4_YEAST,0.43,0.44,0.3,0.18,0.5,0,0.51,0.22)
    99      4:ME3      2:NUC   +   1 (UGA4_YEAST,0.42,0.51,0.33,0.16,0.5,0,0.54,0.22)
   100      4:ME3      1:CYT   +   1 (PH84_YEAST,0.38,0.45,0.37,0.19,0.5,0,0.52,0.3)
   101      4:ME3      3:MIT   +   1 (YEP0_YEAST,0.38,0.37,0.36,0.14,0.5,0,0.54,0.22)
   102      4:ME3      8:VAC   +   1 (YCS4_YEAST,0.51,0.38,0.42,0.21,0.5,0,0.46,0.34)
   103      4:ME3      1:CYT   +   1 (AP54_YEAST,0.33,0.49,0.46,0.22,0.5,0,0.53,0.33)
   104      4:ME3      5:ME2   +   1 (PPB_YEAST,0.39,0.81,0.35,0.28,0.5,0,0.51,0.45)
   105      4:ME3      9:POX   +   1 (YKA8_YEAST,0.3,0.37,0.4,0.45,0.5,0,0.48,0.41)
   106      4:ME3      1:CYT   +   1 (SC59_YEAST,0.51,0.51,0.32,0.27,0.5,0,0.54,0.22)
   107      4:ME3      4:ME3       1 (YCR8_YEAST,0.39,0.56,0.34,0.18,0.5,0,0.49,0.22)
   108      4:ME3      4:ME3       1 (STE2_YEAST,0.49,0.55,0.41,0.19,0.5,0,0.48,0.31)
   109      4:ME3      3:MIT   +   1 (SNC1_YEAST,0.27,0.41,0.24,0.2,0.5,0,0.49,0.22)
   110      4:ME3      4:ME3       1 (ATC1_YEAST,0.44,0.43,0.34,0.21,0.5,0,0.55,0.4)
   111      9:POX      1:CYT   +   1 (YHY0_YEAST,0.82,0.63,0.47,0.18,0.5,0,0.5,0.22)
   112      5:ME2      3:MIT   +   1 (YHU0_YEAST,0.63,0.71,0.44,0.53,0.5,0,0.52,0.22)
   113      5:ME2      6:ME1   +   1 (ZNRP_YEAST,0.67,0.57,0.36,0.19,0.5,0,0.56,0.22)
   114      5:ME2      2:NUC   +   1 (MK11_YEAST,0.78,0.48,0.47,0.3,0.5,0,0.53,0.47)
   115      5:ME2      1:CYT   +   1 (ERS1_YEAST,0.73,0.55,0.41,0.16,0.5,0,0.46,0.22)
   116      8:VAC      2:NUC   +   1 (VATB_YEAST,0.44,0.35,0.55,0.14,0.5,0,0.52,0.22)
   117      8:VAC      3:MIT   +   1 (VATF_YEAST,0.65,0.58,0.53,0.21,0.5,0,0.51,0.22)
   118      8:VAC      2:NUC   +   1 (CBPY_YEAST,0.69,0.7,0.5,0.3,0.5,0,0.54,0.22)

