

=== Predictions under cross-validation ===

 inst#     actual  predicted error prediction (x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx)
  1223       20:T       20:T       0.92 (3,8,4,6,4,6,11,3,6,8,11,8,2,12,1,7)
  1224       20:T       20:T       0.786 (8,11,8,8,6,6,10,1,9,11,9,5,3,9,4,4)
  1225       20:T       20:T       0.865 (3,4,4,2,1,5,11,2,7,11,9,4,1,10,2,5)
  1226       20:T       20:T       0.796 (4,11,5,8,4,6,11,1,8,8,11,8,1,11,1,7)
  1227       20:T       20:T       0.998 (7,9,7,7,5,6,11,4,6,11,9,4,2,12,2,4)
  1228       20:T       25:Y   +   0.612 (4,8,5,6,3,7,10,1,8,11,9,5,1,10,3,5)
  1229       20:T       20:T       0.979 (3,5,4,4,2,5,12,3,6,11,10,5,1,11,1,5)
  1230       20:T       20:T       0.614 (3,4,4,3,2,6,10,2,7,11,9,5,2,10,3,4)
  1231       20:T       20:T       1 (2,3,3,4,1,8,14,0,6,6,11,8,0,8,0,8)
  1232       16:P       16:P       0.994 (5,11,8,8,6,8,9,3,5,13,5,4,4,10,4,8)
  1233       16:P       16:P       1 (4,10,5,7,2,3,13,8,2,11,7,3,1,10,4,8)
  1234       16:P       16:P       1 (4,9,4,7,4,4,12,7,1,11,7,4,1,10,3,8)
  1235       16:P       16:P       1 (7,9,9,7,5,7,12,8,3,10,5,3,2,11,5,8)
  1236       16:P       16:P       0.99 (3,5,4,4,2,6,10,6,4,9,7,2,1,10,4,6)
  1237       16:P       16:P       0.992 (5,11,7,8,6,8,9,5,4,12,5,4,2,10,3,8)
  1238       16:P       16:P       0.845 (1,3,3,1,1,7,9,4,3,11,5,4,1,9,2,8)
  1239       16:P       16:P       1 (11,15,9,8,4,6,10,6,3,11,4,4,5,10,4,7)
  1240       16:P       16:P       0.886 (2,4,4,3,2,7,8,3,4,12,5,4,1,10,2,8)
  1241       16:P       16:P       0.999 (3,5,6,4,3,8,10,3,4,12,4,3,1,10,3,8)
  1242       16:P       16:P       0.883 (3,5,3,4,2,5,10,5,4,10,8,4,1,10,3,7)
  1243       16:P       16:P       0.968 (3,6,5,4,4,6,9,5,4,9,7,4,1,10,3,7)
  1244       16:P       16:P       1 (6,5,6,7,3,4,13,9,2,10,6,4,1,10,4,8)
  1245       16:P       16:P       0.954 (2,1,3,2,2,5,10,4,4,9,7,4,1,9,3,7)
  1246       16:P       16:P       1 (10,13,8,8,4,7,10,6,3,12,4,4,5,10,4,8)
  1247       16:P       16:P       1 (3,3,4,4,2,4,13,8,1,11,6,3,1,10,4,8)
  1248       16:P       16:P       0.996 (2,7,3,4,2,5,10,9,3,9,6,5,2,10,3,8)
  1249       16:P       16:P       0.981 (4,6,4,8,3,5,9,10,5,8,6,5,2,10,4,8)
  1250       16:P       16:P       0.841 (6,11,5,6,3,8,7,5,3,12,3,6,5,9,4,8)
  1251       16:P       16:P       0.767 (6,10,5,5,3,6,9,6,3,10,5,6,4,9,4,7)
  1252       16:P       16:P       0.966 (4,7,5,5,3,6,11,4,4,13,6,3,1,10,3,9)
  1253       16:P       16:P       1 (4,5,5,8,2,3,13,8,2,11,7,3,1,10,4,8)
  1254       16:P       16:P       0.976 (3,5,5,3,2,7,11,4,3,12,5,2,1,10,2,8)
  1255       16:P        6:F   +   0.656 (3,4,5,3,2,8,9,3,5,13,4,3,2,8,3,7)
  1256       16:P       16:P       0.998 (3,5,5,3,3,8,10,3,4,12,4,2,1,10,3,8)
  1257       16:P       16:P       0.998 (3,8,3,6,3,5,9,8,3,9,6,5,2,10,3,8)
  1258       16:P        8:H   +   0.472 (3,6,4,9,8,7,6,6,1,7,6,7,4,10,7,11)
  1259       16:P       16:P       0.995 (5,8,7,6,4,5,13,6,3,13,6,1,0,10,4,8)
  1260       16:P       16:P       0.928 (2,5,4,3,2,7,10,3,4,12,5,3,1,10,2,8)
  1261       16:P       16:P       0.995 (3,6,4,4,3,5,11,7,3,10,7,2,1,10,3,6)
  1262       16:P       16:P       0.986 (4,8,5,6,4,3,13,6,2,11,8,4,0,9,3,8)
  1263       16:P       16:P       0.9 (4,9,4,4,3,8,9,3,3,11,5,5,4,11,5,7)
  1264       16:P       16:P       0.996 (3,4,5,3,2,6,11,5,2,12,5,2,1,10,3,9)
  1265       16:P       17:Q   +   0.799 (4,7,6,11,11,8,6,5,1,7,6,7,7,9,7,10)
  1266       16:P       16:P       0.996 (4,11,6,9,6,7,9,5,5,9,8,3,2,10,4,6)
  1267       16:P       16:P       0.999 (4,9,6,7,4,7,10,4,5,12,5,3,1,10,4,8)
  1268       16:P       25:Y   +   0.931 (5,8,6,10,8,9,9,2,3,6,9,6,9,11,7,5)
  1269       16:P       16:P       0.696 (1,0,1,0,0,5,10,6,1,9,6,5,0,9,2,8)
  1270       16:P       25:Y   +   0.683 (5,8,6,10,9,8,9,3,2,6,8,7,6,10,6,4)
  1271       16:P       16:P       0.905 (6,12,6,6,4,6,10,3,4,12,6,4,3,11,5,6)
  1272       16:P       16:P       1 (4,7,4,5,2,4,14,8,1,11,6,3,0,10,4,8)
  1273       16:P       16:P       0.999 (6,9,5,4,2,5,12,5,1,12,6,4,4,10,3,8)
  1274       16:P       16:P       0.895 (2,2,3,3,2,6,11,5,4,10,7,2,1,10,4,6)
  1275       16:P       16:P       0.978 (4,10,5,8,5,7,9,6,6,9,7,3,2,10,4,7)
  1276       16:P       16:P       0.927 (2,1,3,2,1,6,10,5,4,10,7,3,1,9,4,6)
  1277       16:P       16:P       0.953 (3,7,4,5,3,5,11,5,4,11,8,4,1,10,4,7)
  1278       16:P       16:P       0.855 (3,4,3,3,2,5,10,4,4,10,8,4,1,10,3,7)
  1279       16:P       16:P       0.86 (4,6,5,4,3,9,7,2,5,13,4,5,1,10,3,9)
  1280       16:P       16:P       0.941 (2,2,3,3,2,5,10,4,4,9,8,4,1,10,3,7)
  1281       16:P       16:P       1 (5,8,8,6,4,6,12,7,2,11,5,2,1,10,4,9)
  1282       16:P       16:P       0.997 (4,6,6,4,3,6,11,5,3,11,5,3,1,10,3,8)
  1283       16:P       16:P       0.991 (5,11,7,8,4,7,10,5,5,12,5,3,1,10,3,8)
  1284       16:P       16:P       0.759 (3,2,4,4,3,6,9,4,5,9,7,4,4,10,3,7)
  1285       16:P        6:F   +   0.579 (3,7,4,5,3,4,12,4,5,11,9,3,0,10,4,7)
  1286       16:P       16:P       0.999 (9,11,7,6,3,8,9,6,4,12,3,5,5,10,4,8)
  1287       16:P       16:P       0.995 (8,12,8,6,5,9,8,4,5,13,4,4,4,10,6,8)
  1288       16:P       16:P       0.994 (4,7,6,10,9,7,12,4,0,9,7,6,5,10,6,8)
  1289       16:P        4:D   +   0.978 (6,8,8,6,4,9,8,4,7,12,4,5,4,8,5,8)
  1290       16:P       16:P       1 (1,0,2,1,0,5,11,7,1,9,6,4,1,9,3,8)
  1291       16:P       16:P       1 (3,3,4,4,2,5,11,9,3,9,6,5,1,10,4,8)
  1292       16:P       16:P       0.967 (2,3,4,1,1,8,9,3,4,12,4,3,1,9,2,9)
  1293       16:P        6:F   +   0.596 (4,9,6,7,4,6,10,3,7,10,9,4,1,10,5,7)
  1294       16:P       16:P       1 (4,6,4,8,2,3,13,8,2,11,7,3,1,10,4,8)
  1295       16:P       16:P       0.994 (1,0,1,1,0,5,10,6,1,9,6,4,1,9,2,8)
  1296        2:B        2:B       0.948 (6,10,6,8,5,6,5,9,7,6,7,6,2,8,10,10)
  1297        2:B        2:B       0.993 (5,10,5,8,4,6,9,9,8,7,5,7,2,8,9,10)
  1298        2:B        2:B       0.988 (4,11,4,8,6,6,6,9,6,7,7,7,2,9,7,10)
  1299        2:B       18:R   +   0.737 (4,9,4,7,6,7,9,8,6,7,5,7,2,7,7,10)
  1300        2:B       11:K   +   0.893 (5,9,7,6,6,10,6,2,6,11,3,8,3,8,4,12)
  1301        2:B        2:B       0.908 (2,3,4,2,2,9,7,2,5,10,5,6,2,8,4,9)
  1302        2:B        2:B       0.966 (2,5,4,3,3,9,7,2,6,10,5,6,2,8,5,9)
  1303        2:B        2:B       0.956 (4,8,4,6,5,6,8,8,6,7,5,7,2,8,7,9)
  1304        2:B        2:B       0.971 (3,5,3,4,3,7,7,5,5,6,6,6,2,8,6,10)
  1305        2:B        2:B       0.895 (3,9,3,7,5,7,8,8,6,7,5,7,2,7,8,9)
  1306        2:B        2:B       0.971 (1,0,1,1,1,7,7,7,4,6,6,7,1,8,6,9)
  1307        2:B        2:B       0.948 (3,2,4,3,3,7,7,5,6,6,6,6,2,8,7,10)
  1308        2:B        2:B       0.756 (2,5,4,4,3,8,8,3,5,10,6,6,3,7,6,9)
  1309        2:B        4:D   +   0.738 (5,8,6,6,5,9,8,7,8,7,5,5,2,8,8,9)
  1310        2:B        2:B       0.688 (4,9,6,6,6,8,8,4,5,10,5,6,3,8,5,10)
  1311        2:B        2:B       0.346 (7,10,5,6,4,6,7,5,5,10,6,8,5,7,8,9)
  1312        2:B        9:I   +   0.976 (1,0,1,0,0,7,7,6,4,7,6,7,1,8,5,9)
  1313        2:B        2:B       0.456 (5,9,8,8,9,7,7,5,4,7,6,8,7,10,9,11)
  1314        2:B       13:M   +   0.652 (7,9,6,4,5,9,7,3,5,9,4,7,7,5,7,8)
  1315        2:B        2:B       0.937 (2,3,3,1,2,8,7,2,5,10,5,6,2,8,4,9)
  1316        2:B        2:B       0.839 (3,2,4,3,3,8,7,5,6,7,6,6,5,8,5,10)
  1317        2:B        2:B       0.88 (3,7,5,5,4,8,8,3,6,10,5,6,2,8,4,10)
  1318        2:B        2:B       0.609 (6,9,8,7,7,7,8,6,5,6,5,6,4,9,7,6)
  1319        2:B        2:B       0.525 (1,3,3,1,1,9,7,2,5,10,4,7,1,8,2,9)
  1320        2:B        2:B       0.722 (4,8,6,6,8,8,7,5,3,7,7,7,6,10,8,9)
  1321        2:B        2:B       0.89 (2,3,4,2,2,8,7,3,5,10,5,6,2,8,4,9)
  1322        2:B        7:G   +   0.55 (3,7,3,5,4,6,6,8,5,6,7,7,2,9,7,10)
  1323        2:B        2:B       0.982 (2,7,3,5,4,6,7,7,5,7,6,7,2,8,6,9)
  1324        2:B       13:M   +   0.804 (4,9,6,6,8,9,6,4,4,7,7,8,8,8,8,7)
  1325        2:B        2:B       0.671 (1,3,2,2,1,7,7,4,4,6,6,5,2,8,5,9)
  1326        2:B       15:O   +   0.529 (3,7,5,5,5,7,8,6,4,7,5,6,2,8,5,7)
  1327        2:B        4:D   +   0.562 (5,8,6,6,6,8,8,7,6,7,6,5,3,7,7,9)
  1328        2:B       24:X   +   0.342 (4,9,4,4,4,8,7,3,4,9,6,8,5,7,6,8)
  1329        2:B        2:B       0.85 (3,9,5,6,5,8,7,6,6,7,6,5,2,8,6,9)
  1330        2:B        2:B       0.993 (3,9,4,7,3,6,7,10,6,7,6,7,2,8,9,10)
  1331        2:B        2:B       0.784 (6,9,5,4,4,9,7,3,5,10,5,7,6,6,7,9)
  1332        2:B        4:D   +   0.42 (9,12,8,7,7,10,7,4,6,10,3,6,7,4,8,8)
  1333        2:B        2:B       0.72 (3,6,5,4,4,10,5,3,5,10,4,7,2,8,4,10)
  1334        2:B        2:B       0.97 (2,1,2,2,2,7,8,8,5,7,6,7,2,8,8,9)
  1335        2:B        2:B       0.943 (2,3,2,2,2,7,8,5,5,7,6,6,2,8,5,9)
  1336        2:B        2:B       0.958 (3,6,5,4,4,9,6,4,6,10,5,7,2,8,5,10)
  1337        2:B       17:Q   +   0.199 (4,6,6,6,7,7,8,5,5,8,6,9,6,9,8,8)
  1338        2:B        2:B       0.857 (2,5,4,4,3,8,7,3,5,10,5,7,2,8,4,10)
  1339        2:B        2:B       0.922 (6,10,8,8,6,9,7,4,7,10,4,6,2,8,6,10)
  1340        2:B        2:B       0.743 (3,4,4,3,3,7,7,4,6,6,6,6,5,8,6,10)
  1341        2:B       13:M   +   0.773 (5,6,7,5,7,8,6,5,4,7,6,8,7,9,8,4)
  1342        2:B        2:B       0.919 (1,3,2,2,1,8,7,3,5,10,5,7,2,8,4,9)
  1343        2:B        7:G   +   0.512 (4,6,5,4,5,7,6,6,7,6,6,6,2,9,6,10)
  1344        2:B        2:B       0.807 (2,0,2,1,1,7,8,7,5,7,6,7,1,8,7,8)
  1345        2:B       13:M   +   0.431 (5,6,7,6,8,8,7,5,4,7,6,8,7,9,8,4)
  1346        2:B       18:R   +   0.705 (3,5,5,4,3,8,8,3,5,10,5,6,3,7,5,9)
  1347        2:B        4:D   +   0.73 (5,8,7,6,6,7,9,5,6,10,6,5,3,7,7,8)
  1348        2:B        2:B       0.79 (2,4,3,3,2,8,7,3,5,9,6,7,2,8,4,9)
  1349        2:B        2:B       0.956 (4,10,5,7,5,8,7,6,7,6,6,6,2,8,7,10)
  1350        2:B        2:B       0.932 (2,1,3,1,2,7,7,4,5,7,6,6,1,8,5,9)
  1351        2:B        2:B       0.721 (3,4,5,3,3,8,7,3,5,10,5,7,2,8,4,10)
  1352        2:B        2:B       0.92 (4,8,6,6,6,8,7,4,5,7,6,7,4,8,6,9)
  1353        2:B        2:B       0.981 (4,7,4,5,3,6,7,8,6,7,6,7,2,8,9,10)
  1354        2:B        2:B       0.963 (5,9,7,7,5,9,7,4,6,10,5,6,2,8,6,10)
  1355        2:B        2:B       0.398 (2,4,4,3,3,9,7,2,6,11,4,7,4,7,5,9)
  1356        2:B       15:O   +   0.334 (4,9,6,6,6,8,7,4,5,9,6,6,3,9,5,8)
  1357        9:I        9:I       1 (2,6,3,4,1,7,7,0,7,13,6,8,0,8,1,8)
  1358        9:I        9:I       1 (1,2,1,3,1,7,7,1,7,7,6,8,0,8,2,8)
  1359        9:I       19:S   +   0.792 (3,7,5,5,2,8,6,2,7,7,6,7,0,9,4,7)
  1360        9:I        9:I       1 (1,6,0,8,1,7,7,4,4,7,6,8,0,8,0,8)
  1361        9:I        9:I       0.958 (4,9,5,7,3,9,6,0,7,13,5,9,0,8,1,8)
  1362        9:I        9:I       1 (1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8)
  1363        9:I        9:I       1 (0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8)
  1364        9:I        9:I       1 (1,3,1,1,1,7,7,2,7,7,6,8,0,8,2,8)
  1365        9:I        9:I       1 (1,5,2,4,1,7,7,0,7,13,6,8,0,8,1,7)
  1366        9:I       17:Q   +   0.495 (6,15,4,8,3,11,5,5,4,13,3,8,3,8,5,9)
  1367        9:I        9:I       1 (1,3,1,4,1,7,7,0,7,7,6,8,0,8,2,8)
  1368        9:I        9:I       1 (1,7,0,5,1,7,7,5,3,7,6,8,0,8,0,8)
  1369        9:I        9:I       1 (0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8)
  1370        9:I        9:I       1 (1,7,0,5,0,7,7,5,3,7,6,8,0,8,0,8)
  1371        9:I        9:I       1 (1,8,2,6,2,7,7,0,7,7,6,8,0,8,2,8)
  1372        9:I       10:J   +   0.413 (3,7,5,5,4,12,5,1,6,8,4,5,2,8,4,8)
  1373        9:I       16:P   +   0.787 (4,9,3,5,2,6,10,2,5,13,6,4,1,9,4,8)
  1374        9:I        9:I       1 (0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8)
  1375        9:I        9:I       1 (0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8)
  1376        9:I        9:I       1 (1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8)
  1377        9:I        9:I       1 (2,6,4,4,2,7,7,0,8,13,6,8,0,8,1,7)
  1378        9:I        9:I       1 (0,6,0,4,0,7,7,4,4,7,6,8,0,8,0,8)
  1379        9:I        9:I       1 (0,1,1,2,0,7,7,2,6,7,6,8,0,8,2,8)
  1380        9:I        9:I       1 (1,1,1,2,1,7,7,1,7,7,6,8,0,8,2,8)
  1381        9:I        9:I       1 (2,2,1,3,1,7,7,1,8,7,6,8,0,8,3,8)
  1382        9:I        9:I       0.999 (4,10,5,8,2,7,6,0,9,14,6,9,0,8,1,8)
  1383        9:I        9:I       1 (2,9,2,7,2,7,7,0,8,7,6,9,0,8,3,8)
  1384        9:I        9:I       0.976 (2,7,3,5,2,6,8,0,7,13,7,8,0,8,1,7)
  1385        9:I       19:S   +   0.949 (6,10,6,6,3,8,8,3,5,13,4,5,2,9,5,11)
  1386        9:I        9:I       0.994 (3,9,4,6,2,6,8,0,8,14,7,8,0,8,1,7)
  1387        9:I       17:Q   +   0.929 (7,13,5,8,3,10,4,5,4,13,3,9,3,8,4,9)
  1388        9:I       19:S   +   0.648 (7,14,5,8,3,9,6,6,5,13,3,7,3,8,5,11)
  1389        9:I        9:I       1 (2,11,2,8,2,8,7,0,8,7,6,7,0,8,3,7)
  1390        9:I        6:F   +   0.374 (4,9,4,4,2,8,8,2,5,13,5,5,2,9,4,9)
  1391        9:I        9:I       0.519 (7,11,9,8,6,10,5,2,7,7,7,4,0,9,4,7)
  1392        9:I        9:I       0.956 (3,7,4,5,2,6,8,0,7,13,7,8,0,8,1,7)
  1393        9:I        9:I       1 (0,1,0,1,0,7,7,4,4,7,6,8,0,8,0,8)
  1394        9:I        9:I       1 (1,8,0,5,0,7,7,4,4,7,6,8,0,8,0,8)
  1395        9:I       10:J   +   0.713 (1,6,3,4,3,10,6,1,4,8,5,5,3,8,5,6)
  1396        9:I        9:I       1 (1,3,0,2,0,7,7,1,7,7,6,8,0,8,2,8)
  1397        9:I        9:I       1 (1,9,0,6,0,7,7,4,4,7,6,8,0,8,0,8)
  1398        9:I        9:I       1 (1,9,2,7,3,8,7,0,7,7,6,7,0,8,2,7)
  1399        9:I        9:I       1 (0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8)
  1400        9:I        9:I       1 (1,9,2,7,2,7,7,0,8,7,6,8,0,8,3,8)
  1401        9:I       24:X   +   0.576 (4,8,5,6,3,7,6,2,7,7,7,8,3,8,4,8)
  1402        9:I        9:I       1 (1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8)
  1403        9:I        9:I       1 (3,9,4,7,3,7,8,0,7,13,6,8,0,8,1,8)
  1404        9:I        5:E   +   0.774 (5,6,6,4,3,7,6,2,7,7,6,9,0,9,4,8)
  1405        9:I        8:H   +   0.501 (5,6,7,7,6,7,9,4,5,7,7,7,3,8,8,8)
  1406        9:I        9:I       1 (0,3,0,4,0,7,7,4,4,7,6,8,0,8,0,8)
  1407        9:I        9:I       1 (1,3,1,2,0,7,7,1,7,7,6,9,0,8,2,8)
  1408        9:I        9:I       1 (0,0,0,0,0,7,7,4,4,7,6,8,0,8,0,8)
  1409        9:I        9:I       1 (1,6,0,4,0,7,7,5,3,7,6,8,0,8,0,8)
  1410        9:I        9:I       1 (4,10,5,7,3,7,7,0,7,13,6,8,0,8,1,8)
  1411        9:I        9:I       1 (2,8,3,6,1,7,7,0,7,13,6,8,0,8,1,8)
  1412        9:I        9:I       0.976 (3,11,4,9,2,6,8,0,7,13,7,8,0,8,1,7)
  1413        9:I        9:I       1 (1,10,0,7,0,7,7,4,4,7,6,8,0,8,0,8)
  1414        9:I       19:S   +   0.462 (6,15,4,8,3,11,5,4,5,12,2,7,3,8,5,10)
  1415        9:I        9:I       0.872 (2,7,3,5,1,6,8,1,8,14,7,7,0,8,1,7)
  1416       12:L       10:J   +   0.947 (9,14,8,8,4,10,2,4,4,13,5,13,2,7,6,9)
  1417       12:L       12:L       1 (2,3,2,4,1,0,2,5,6,0,0,7,0,8,0,8)
  1418       12:L       12:L       1 (4,4,4,6,1,0,0,6,6,0,1,5,0,8,0,8)
  1419       12:L       12:L       1 (4,10,4,8,1,0,1,6,6,0,0,6,0,8,0,8)
  1420       12:L       12:L       1 (2,3,2,2,1,4,3,4,8,2,2,5,0,7,1,6)
  1421       12:L       12:L       0.825 (2,7,4,5,2,7,4,2,7,7,2,8,1,6,2,8)
  1422       12:L       15:O   +   0.384 (3,7,5,5,4,7,6,7,5,6,6,8,3,8,4,10)
  1423       12:L       12:L       1 (2,1,2,2,1,4,4,5,6,2,2,6,1,7,1,6)
  1424       12:L       17:Q   +   0.434 (4,9,4,4,3,8,5,3,5,11,5,10,3,5,6,8)
  1425       12:L       12:L       1 (3,7,4,5,3,5,5,2,8,3,2,7,0,7,1,5)
  1426       12:L       12:L       1 (3,7,4,5,2,3,4,3,8,2,1,7,0,7,1,5)
  1427       12:L       17:Q   +   0.9 (7,13,7,7,5,9,3,4,3,11,6,10,4,8,7,9)
  1428       12:L        2:B   +   0.435 (4,7,6,6,5,7,7,4,5,7,6,7,3,9,8,11)
  1429       12:L       12:L       0.999 (2,4,2,3,1,3,4,3,7,3,1,7,0,7,1,6)
  1430       12:L       12:L       1 (3,6,3,4,1,0,1,6,6,0,0,6,0,8,0,8)
  1431       12:L       12:L       1 (3,7,3,5,1,0,1,6,6,0,0,6,0,8,0,8)
  1432       12:L       12:L       1 (3,6,3,4,1,1,0,6,6,0,1,5,0,8,0,8)
  1433       12:L        1:A   +   0.647 (3,6,4,4,2,7,3,2,7,7,2,8,1,6,2,7)
  1434       12:L       12:L       1 (2,3,3,2,1,7,4,1,8,8,2,10,0,7,2,8)
  1435       12:L       12:L       1 (2,7,2,5,1,0,2,5,6,0,0,7,0,8,0,8)
  1436       12:L       12:L       1 (3,11,5,8,2,2,2,5,10,0,0,6,0,7,1,5)
  1437       12:L       12:L       0.999 (5,11,7,8,5,10,4,1,8,10,2,10,0,6,3,10)
  1438       12:L       12:L       1 (4,9,6,7,4,4,4,3,8,2,1,8,0,6,1,6)
  1439       12:L       12:L       0.994 (1,3,2,1,1,7,5,1,7,8,3,10,0,7,2,9)
  1440       12:L       12:L       1 (3,10,4,7,1,0,1,5,6,0,0,7,0,8,0,8)
  1441       12:L       12:L       1 (3,8,3,6,1,0,1,6,6,0,0,6,0,8,0,8)
  1442       12:L       12:L       1 (3,7,4,5,3,7,4,1,7,8,2,10,0,7,2,8)
  1443       12:L       12:L       1 (2,5,3,4,2,4,4,4,8,2,1,7,0,7,1,6)
  1444       12:L        2:B   +   0.675 (4,6,5,5,4,7,5,5,5,7,6,7,3,8,8,11)
  1445       12:L       12:L       1 (3,3,3,5,1,0,1,6,6,0,0,6,0,8,0,8)
  1446       12:L       12:L       0.979 (2,7,4,5,2,6,4,3,8,6,1,7,1,6,2,7)
  1447       12:L       12:L       1 (3,6,3,4,2,0,2,4,5,1,1,7,0,8,0,8)
  1448       12:L       12:L       1 (4,10,5,8,3,0,2,4,6,1,0,8,0,8,0,8)
  1449       12:L       11:K   +   0.886 (8,14,6,8,4,5,5,3,8,10,4,13,3,6,6,7)
  1450       12:L       12:L       1 (4,9,4,6,1,0,0,6,6,0,1,5,0,8,0,8)
  1451       12:L       12:L       1 (5,5,5,8,1,0,0,6,6,0,1,4,0,8,0,8)
  1452       12:L       12:L       0.938 (4,9,6,7,4,9,4,1,7,9,2,10,3,6,4,9)
  1453       12:L        1:A   +   0.415 (6,12,5,6,3,10,2,2,5,11,4,11,2,9,4,11)
  1454       12:L       12:L       0.794 (4,10,5,8,4,7,4,2,8,7,2,8,1,6,3,8)
  1455       12:L       12:L       1 (2,2,3,4,2,4,4,4,7,2,1,6,0,7,1,6)
  1456       12:L       12:L       1 (2,6,3,4,2,4,5,1,9,3,2,8,0,7,2,5)
  1457       12:L       17:Q   +   0.319 (4,9,4,4,2,8,5,3,5,12,7,11,2,8,6,8)
  1458       12:L       12:L       1 (4,11,4,8,3,0,2,4,6,1,0,7,0,8,0,8)
  1459       12:L       12:L       1 (3,7,4,5,2,4,4,3,8,2,1,7,0,7,1,6)
  1460       12:L       12:L       1 (2,8,3,6,2,3,5,2,8,3,0,9,0,7,1,6)
  1461       12:L       14:N   +   0.809 (3,7,5,5,5,7,8,3,4,6,6,9,5,11,7,5)
  1462       12:L       17:Q   +   0.394 (6,8,7,7,6,8,6,4,5,7,7,8,3,8,8,10)
  1463       12:L       17:Q   +   0.982 (4,8,5,6,4,8,5,8,6,5,7,8,3,6,6,11)
  1464       12:L       12:L       1 (3,8,4,6,1,0,1,6,6,0,0,6,0,8,0,8)
  1465       12:L       17:Q   +   0.756 (8,13,8,7,5,8,4,3,5,11,6,11,3,7,7,8)
  1466       12:L       12:L       1 (2,7,3,5,3,4,4,4,6,3,1,7,1,6,1,6)
  1467       12:L       12:L       1 (3,7,5,5,3,4,3,8,6,1,3,3,1,6,0,6)
  1468       12:L       17:Q   +   0.348 (5,9,6,8,5,8,8,3,6,6,6,9,3,8,7,9)
  1469       12:L       12:L       0.999 (3,8,4,6,3,5,4,2,9,3,2,7,3,7,2,5)
  1470       12:L       12:L       1 (3,4,4,6,1,0,0,6,6,0,1,5,0,8,0,8)
  1471       12:L       12:L       1 (1,4,3,3,1,6,4,1,7,8,2,10,0,7,2,8)
  1472       12:L       12:L       1 (4,11,4,8,1,0,1,5,6,0,0,7,0,8,0,8)
  1473       12:L        1:A   +   0.927 (3,7,5,5,3,7,3,2,7,8,2,9,2,5,3,8)
  1474       12:L       12:L       1 (2,1,2,2,1,4,4,4,8,3,2,6,0,7,1,6)
  1475       12:L       12:L       0.998 (2,6,4,4,2,6,4,2,10,7,1,10,0,7,3,7)
  1476       12:L       11:K   +   0.86 (6,11,8,9,6,10,3,1,7,10,2,10,3,6,4,10)
  1477       11:K        1:A   +   0.381 (6,8,9,7,7,10,4,2,3,10,3,8,6,6,7,13)
  1478       11:K       11:K       0.729 (2,3,4,1,2,4,8,2,6,10,10,11,2,8,2,6)
  1479       11:K       11:K       0.999 (5,10,6,7,2,3,8,8,2,7,5,11,4,8,3,10)
  1480       11:K       11:K       0.991 (2,3,4,2,2,6,7,2,6,10,8,11,3,8,2,8)
  1481       11:K       11:K       0.982 (3,5,5,4,3,6,7,1,7,10,7,10,3,8,2,8)
  1482       11:K       11:K       0.998 (3,7,4,5,2,3,8,7,2,7,5,11,3,8,3,11)
  1483       11:K       11:K       1 (4,4,5,6,2,3,7,8,2,7,6,11,3,8,2,11)
  1484       11:K       11:K       0.997 (3,5,5,4,3,6,6,1,7,10,8,11,3,7,3,8)
  1485       11:K       13:M   +   0.911 (5,9,7,7,9,8,7,3,4,6,7,8,10,8,8,7)
  1486       11:K       11:K       0.494 (5,8,7,6,6,7,7,1,6,10,5,9,3,7,4,8)
  1487       11:K        4:D   +   0.515 (5,9,5,4,3,9,7,2,6,10,4,7,5,9,3,9)
  1488       11:K       11:K       0.95 (7,9,10,7,6,9,6,2,7,10,3,8,7,8,6,10)
  1489       11:K       11:K       0.845 (5,9,7,7,5,9,7,2,7,10,3,8,4,9,4,10)
  1490       11:K       11:K       0.655 (7,13,7,8,4,6,7,3,6,9,9,10,6,10,3,7)
  1491       11:K       11:K       0.53 (2,1,3,2,2,6,7,4,7,7,6,11,3,8,4,9)
  1492       11:K       11:K       0.941 (4,10,6,8,6,5,6,3,7,6,6,10,4,7,7,11)
  1493       11:K       18:R   +   0.702 (4,7,5,5,5,5,7,5,3,7,5,9,3,5,9,8)
  1494       11:K       11:K       0.495 (3,6,4,4,3,6,7,4,7,6,6,10,3,8,5,9)
  1495       11:K       11:K       0.994 (9,14,9,8,6,3,8,4,6,10,11,12,5,8,4,6)
  1496       11:K       11:K       1 (4,11,4,8,2,4,8,8,2,6,3,11,4,8,2,11)
  1497       11:K       18:R   +   0.909 (5,7,7,6,7,7,9,3,5,7,3,9,6,2,7,10)
  1498       11:K       11:K       0.996 (6,9,9,7,6,3,8,3,8,11,12,12,4,7,4,4)
  1499       11:K       11:K       1 (5,5,6,7,2,4,8,8,2,7,4,11,3,8,2,11)
  1500       11:K       18:R   +   0.759 (6,9,9,7,9,6,8,5,4,7,5,8,4,6,10,9)
