@relation ArtificialCharacters-weka.filters.supervised.attribute.NominalToBinary

@attribute CLASS {A,C,D,E,F,G,H,L,P,R}
@attribute OBJNUM numeric
@attribute TYPE string
@attribute XX1 numeric
@attribute YY1 numeric
@attribute XX2 numeric
@attribute YY2 numeric
@attribute SIZE numeric
@attribute DIAG numeric

@data
H,3,line,0,11,1,19,8.06,36.14
H,4,line,9,10,9,35,25,36.14
H,0,line,0,0,0,23,23,44.92
H,1,line,11,0,11,26,26,44.92
H,2,line,0,23,11,26,11.4,44.92
H,3,line,0,23,2,29,6.32,44.92
H,4,line,11,26,13,43,17.12,44.92
H,0,line,0,0,0,22,22,42.2
H,1,line,22,0,23,8,8.06,42.2
H,2,line,0,22,23,8,26.93,42.2
H,3,line,0,22,2,34,12.17,42.2
H,4,line,23,8,25,33,25.08,42.2
H,0,line,0,0,0,13,13,34.71
H,1,line,21,0,23,16,16.12,34.71
H,2,line,0,13,23,16,23.19,34.71
H,3,line,0,13,1,26,13.04,34.71
H,4,line,23,16,23,23,7,34.71
H,0,line,0,0,0,20,20,39.96
H,1,line,19,0,21,14,14.14,39.96
H,2,line,0,20,21,14,21.84,39.96
H,3,line,0,20,0,34,14,39.96
H,4,line,21,14,21,31,17,39.96
H,0,line,0,0,0,9,9,31.24
H,1,line,22,0,24,9,9.22,31.24
H,2,line,0,9,24,9,24,31.24
H,3,line,0,9,1,20,11.05,31.24
H,4,line,24,9,23,18,9.06,31.24
H,0,line,0,0,0,20,20,47.38
H,1,line,6,0,6,23,23,47.38
H,2,line,0,20,6,23,6.71,47.38
H,3,line,0,20,0,35,15,47.38
H,4,line,6,23,6,47,24,47.38
H,0,line,0,0,0,22,22,43.86
H,1,line,18,0,18,7,7,43.86
H,2,line,0,22,18,7,23.43,43.86
H,3,line,0,22,0,40,18,43.86
H,4,line,18,7,18,32,25,43.86
H,0,line,0,0,0,21,21,36.88
H,1,line,24,0,24,18,18,36.88
H,2,line,0,21,24,18,24.19,36.88
H,3,line,0,21,1,27,6.08,36.88
H,4,line,24,18,24,28,10,36.88
H,0,line,0,0,0,9,9,41.04
H,1,line,25,0,27,7,7.28,41.04
H,2,line,0,9,27,7,27.07,41.04
H,3,line,0,9,0,19,10,41.04
H,4,line,27,7,28,30,23.02,41.04
H,0,line,0,0,0,8,8,36.12
H,1,line,22,0,24,9,9.22,36.12
H,2,line,0,8,24,9,24.02,36.12
H,3,line,0,8,2,22,14.14,36.12
H,4,line,24,9,24,27,18,36.12
H,0,line,0,0,0,16,16,42.2
H,1,line,8,0,10,18,18.11,42.2
H,2,line,0,16,10,18,10.2,42.2
H,3,line,0,16,2,22,6.32,42.2
H,4,line,10,18,10,41,23,42.2
H,0,line,0,0,0,11,11,35.36
H,1,line,15,0,16,6,6.08,35.36
H,2,line,0,11,16,6,16.76,35.36
H,3,line,0,11,1,21,10.05,35.36
H,4,line,16,6,17,31,25.02,35.36
H,0,line,0,0,0,6,6,34.01
H,1,line,13,0,13,6,6,34.01
H,2,line,0,6,13,6,13,34.01
H,3,line,0,6,2,31,25.08,34.01
H,4,line,13,6,14,14,8.06,34.01
H,0,line,0,0,0,14,14,31.02
H,1,line,10,0,11,18,18.03,31.02
H,2,line,0,14,11,18,11.7,31.02
H,3,line,0,14,1,26,12.04,31.02
H,4,line,11,18,11,29,11,31.02
H,0,line,0,0,0,7,7,38.28
H,1,line,21,0,21,10,10,38.28
H,2,line,0,7,21,10,21.21,38.28
H,3,line,0,7,2,32,25.08,38.28
H,4,line,21,10,21,24,14,38.28
H,0,line,0,0,0,19,19,31.62
H,1,line,7,0,8,7,7.07,31.62
H,2,line,0,19,8,7,14.42,31.62
H,3,line,0,19,0,30,11,31.62
H,4,line,8,7,10,14,7.28,31.62
H,0,line,0,0,0,9,9,34.71
H,1,line,22,0,23,6,6.08,34.71
H,2,line,0,9,23,6,23.19,34.71
H,3,line,0,9,1,26,17.03,34.71
H,4,line,23,6,22,17,11.05,34.71
H,0,line,0,0,0,8,8,34.48
H,1,line,15,0,17,9,9.22,34.48
H,2,line,0,8,17,9,17.03,34.48
H,3,line,0,8,0,29,21,34.48
H,4,line,17,9,15,30,21.1,34.48
H,0,line,0,0,0,11,11,40
H,1,line,23,0,24,6,6.08,40
H,2,line,0,11,24,6,24.52,40
H,3,line,0,11,1,32,21.02,40
H,4,line,24,6,22,22,16.12,40
H,0,line,0,0,0,11,11,41.05
H,1,line,22,0,23,15,15.03,41.05
H,2,line,0,11,23,15,23.35,41.05
H,3,line,0,11,1,26,15.03,41.05
H,4,line,23,15,23,34,19,41.05
H,0,line,0,0,0,10,10,29.07
H,1,line,11,0,13,8,8.25,29.07
H,2,line,0,10,13,8,13.15,29.07
H,3,line,0,10,0,26,16,29.07
H,4,line,13,8,13,25,17,29.07
H,0,line,0,0,0,17,17,41.98
H,1,line,7,0,9,22,22.09,41.98
H,2,line,0,17,9,22,10.3,41.98
H,3,line,0,17,2,41,24.08,41.98
H,4,line,9,22,9,35,13,41.98
H,0,line,0,0,0,10,10,40.22
H,1,line,21,0,21,9,9,40.22
H,2,line,0,10,21,9,21.02,40.22
H,3,line,0,10,0,33,23,40.22
H,4,line,21,9,23,33,24.08,40.22
H,0,line,0,0,0,24,24,46.87
H,1,line,24,0,25,9,9.06,46.87
H,2,line,0,24,25,9,29.15,46.87
H,3,line,0,24,0,39,15,46.87
H,4,line,25,9,26,25,16.03,46.87
H,0,line,0,0,0,17,17,41.59
H,1,line,18,0,19,12,12.04,41.59
H,2,line,0,17,19,12,19.65,41.59
H,3,line,0,17,0,37,20,41.59
H,4,line,19,12,19,29,17,41.59
H,0,line,0,0,0,19,19,34.89
H,1,line,14,0,14,11,11,34.89
H,2,line,0,19,14,11,16.12,34.89
H,3,line,0,19,0,31,12,34.89
H,4,line,14,11,16,17,6.32,34.89
H,0,line,0,0,0,9,9,39.2
H,1,line,20,0,22,7,7.28,39.2
H,2,line,0,9,22,7,22.09,39.2
H,3,line,0,9,2,23,14.14,39.2
H,4,line,22,7,24,31,24.08,39.2
H,0,line,0,0,0,8,8,42.64
H,1,line,25,0,27,12,12.17,42.64
H,2,line,0,8,27,12,27.29,42.64
H,3,line,0,8,1,33,25.02,42.64
H,4,line,27,12,25,20,8.25,42.64
H,0,line,0,0,0,21,21,38.08
H,1,line,18,0,19,8,8.06,38.08
H,2,line,0,21,19,8,23.02,38.08
H,3,line,0,21,0,33,12,38.08
H,4,line,19,8,18,17,9.06,38.08
H,0,line,0,0,0,25,25,47.13
H,1,line,12,0,14,6,6.32,47.13
H,2,line,0,25,14,6,23.6,47.13
H,3,line,0,25,1,45,20.02,47.13
H,4,line,14,6,12,15,9.22,47.13
H,0,line,0,0,0,8,8,37.64
H,1,line,9,0,11,13,13.15,37.64
H,2,line,0,8,11,13,12.08,37.64
H,3,line,0,8,1,32,24.02,37.64
H,4,line,11,13,11,36,23,37.64
H,0,line,0,0,0,12,12,39.41
H,1,line,22,0,23,7,7.07,39.41
H,2,line,0,12,23,7,23.54,39.41
H,3,line,0,12,2,32,20.1,39.41
H,4,line,23,7,22,30,23.02,39.41
H,0,line,0,0,0,20,20,46.52
H,1,line,16,0,18,12,12.17,46.52
H,2,line,0,20,18,12,19.7,46.52
H,3,line,0,20,0,42,22,46.52
H,4,line,18,12,20,30,18.11,46.52
H,0,line,0,0,0,13,13,36.67
H,1,line,15,0,16,18,18.03,36.67
H,2,line,0,13,16,18,16.76,36.67
H,3,line,0,13,0,32,19,36.67
H,4,line,16,18,16,33,15,36.67
H,0,line,0,0,0,23,23,40.02
H,1,line,7,0,9,26,26.08,40.02
H,2,line,0,23,9,26,9.49,40.02
H,3,line,0,23,0,38,15,40.02
H,4,line,9,26,9,39,13,40.02
H,0,line,0,0,0,14,14,41.34
H,1,line,21,0,21,7,7,41.34
H,2,line,0,14,21,7,22.14,41.34
H,3,line,0,14,0,35,21,41.34
H,4,line,21,7,22,21,14.04,41.34
H,0,line,0,0,0,23,23,50
H,1,line,12,0,14,24,24.08,50
H,2,line,0,23,14,24,14.04,50
H,3,line,0,23,0,48,25,50
H,4,line,14,24,14,39,15,50
H,0,line,0,0,0,9,9,36.36
H,1,line,15,0,17,6,6.32,36.36
H,2,line,0,9,17,6,17.26,36.36
H,3,line,0,9,0,31,22,36.36
H,4,line,17,6,19,24,18.11,36.36
H,0,line,0,0,0,7,7,38.6
H,1,line,22,0,23,8,8.06,38.6
H,2,line,0,7,23,8,23.02,38.6
H,3,line,0,7,0,24,17,38.6
H,4,line,23,8,23,31,23,38.6
H,0,line,0,0,0,7,7,34
H,1,line,12,0,14,7,7.28,34
H,2,line,0,7,14,7,14,34
H,3,line,0,7,0,30,23,34
H,4,line,14,7,16,17,10.2,34
H,0,line,0,0,0,13,13,33.24
H,1,line,22,0,23,9,9.06,33.24
H,2,line,0,13,23,9,23.35,33.24
H,3,line,0,13,2,24,11.18,33.24
H,4,line,23,9,21,19,10.2,33.24
H,0,line,0,0,0,16,16,37.85
H,1,line,6,0,8,14,14.14,37.85
H,2,line,0,16,8,14,8.25,37.85
H,3,line,0,16,0,22,6,37.85
H,4,line,8,14,8,37,23,37.85
H,0,line,0,0,0,17,17,41.63
H,1,line,16,0,17,15,15.03,41.63
H,2,line,0,17,17,15,17.12,41.63
H,3,line,0,17,1,38,21.02,41.63
H,4,line,17,15,17,31,16,41.63
H,0,line,0,0,0,14,14,34.71
H,1,line,20,0,22,12,12.17,34.71
H,2,line,0,14,22,12,22.09,34.71
H,3,line,0,14,1,26,12.04,34.71
H,4,line,22,12,23,25,13.04,34.71
H,0,line,0,0,0,14,14,30.89
H,1,line,13,0,13,14,14,30.89
H,2,line,0,14,13,14,13,30.89
H,3,line,0,14,2,24,10.2,30.89
H,4,line,13,14,15,27,13.15,30.89
H,0,line,0,0,0,23,23,49.34
H,1,line,11,0,13,18,18.11,49.34
H,2,line,0,23,13,18,13.93,49.34
H,3,line,0,23,2,47,24.08,49.34
H,4,line,13,18,15,35,17.12,49.34
H,0,line,0,0,0,10,10,29
H,1,line,17,0,19,6,6.32,29
H,2,line,0,10,19,6,19.42,29
H,3,line,0,10,0,21,11,29
H,4,line,19,6,20,18,12.04,29
H,0,line,0,0,0,16,16,41.88
H,1,line,22,0,23,21,21.02,41.88
H,2,line,0,16,23,21,23.54,41.88
H,3,line,0,16,0,35,19,41.88
H,4,line,23,21,23,28,7,41.88
H,0,line,0,0,0,15,15,44.1
H,1,line,23,0,24,12,12.04,44.1
H,2,line,0,15,24,12,24.19,44.1
H,3,line,0,15,2,28,13.15,44.1
H,4,line,24,12,24,37,25,44.1
H,0,line,0,0,0,25,25,56.92
H,1,line,17,0,18,29,29.02,56.92
H,2,line,0,25,18,29,18.44,56.92
H,3,line,0,25,0,34,9,56.92
H,4,line,18,29,16,54,25.08,56.92
H,0,line,0,0,0,12,12,39.22
H,1,line,11,0,12,10,10.05,39.22
H,2,line,0,12,12,10,12.17,39.22
H,3,line,0,12,1,37,25.02,39.22
H,4,line,12,10,13,35,25.02,39.22
L,0,line,0,0,0,18,18,50.48
L,1,line,0,18,1,42,24.02,50.48
L,2,line,0,0,28,1,28.02,50.48
L,0,line,0,0,0,9,9,35
L,1,line,0,9,0,28,19,35
L,2,line,0,0,21,2,21.1,35
L,0,line,0,0,0,25,25,46.62
L,1,line,0,25,0,43,18,46.62
L,2,line,0,0,18,2,18.11,46.62
L,0,line,0,0,0,13,13,41.88
L,1,line,0,13,0,35,22,41.88
L,2,line,0,0,23,1,23.02,41.88
L,0,line,0,0,0,25,25,56.22
L,1,line,0,25,2,44,19.1,56.22
L,2,line,0,0,35,2,35.06,56.22
L,0,line,0,0,0,8,8,34.21
L,1,line,0,8,1,27,19.03,34.21
L,2,line,0,0,21,1,21.02,34.21
L,0,line,0,0,0,10,10,36.4
L,1,line,0,10,1,35,25.02,36.4
L,2,line,0,0,10,2,10.2,36.4
L,0,line,0,0,0,22,22,43.93
L,1,line,0,22,2,43,21.1,43.93
L,2,line,0,0,9,1,9.06,43.93
L,0,line,0,0,0,11,11,22.8
L,1,line,0,11,2,22,11.18,22.8
L,2,line,0,0,6,2,6.32,22.8
L,0,line,0,0,0,8,8,34.67
L,1,line,0,8,2,29,21.1,34.67
L,2,line,0,0,19,1,19.03,34.67
L,0,line,0,0,0,7,7,31.76
L,1,line,0,7,2,28,21.1,31.76
L,2,line,0,0,15,2,15.13,31.76
L,0,line,0,0,0,19,19,49.04
L,1,line,0,19,2,38,19.1,49.04
L,2,line,0,0,31,0,31,49.04
L,0,line,0,0,0,13,13,36.4
L,1,line,0,13,2,29,16.12,36.4
L,2,line,0,0,22,2,22.09,36.4
L,0,line,0,0,0,13,13,38.29
L,1,line,0,13,0,29,16,38.29
L,2,line,0,0,25,2,25.08,38.29
L,0,line,0,0,0,11,11,33.6
L,1,line,0,11,1,27,16.03,33.6
L,2,line,0,0,20,2,20.1,33.6
L,0,line,0,0,0,11,11,22.83
L,1,line,0,11,1,20,9.06,22.83
L,2,line,0,0,11,2,11.18,22.83
L,0,line,0,0,0,18,18,31.38
L,1,line,0,18,0,29,11,31.38
L,2,line,0,0,12,1,12.04,31.38
L,0,line,0,0,0,6,6,29.83
L,1,line,0,6,2,23,17.12,29.83
L,2,line,0,0,19,2,19.1,29.83
L,0,line,0,0,0,21,21,48.37
L,1,line,0,21,1,42,21.02,48.37
L,2,line,0,0,24,2,24.08,48.37
L,0,line,0,0,0,20,20,35.69
L,1,line,0,20,2,35,15.13,35.69
L,2,line,0,0,7,2,7.28,35.69
L,0,line,0,0,0,20,20,45.8
L,1,line,0,20,0,37,17,45.8
L,2,line,0,0,27,1,27.02,45.8
L,0,line,0,0,0,12,12,22.8
L,1,line,0,12,2,18,6.32,22.8
L,2,line,0,0,14,0,14,22.8
L,0,line,0,0,0,19,19,49.74
L,1,line,0,19,0,43,24,49.74
L,2,line,0,0,25,1,25.02,49.74
L,0,line,0,0,0,16,16,40.31
L,1,line,0,16,1,37,21.02,40.31
L,2,line,0,0,16,2,16.12,40.31
L,0,line,0,0,0,8,8,32.8
L,1,line,0,8,1,26,18.03,32.8
L,2,line,0,0,20,1,20.02,32.8
L,0,line,0,0,0,23,23,43.38
L,1,line,0,23,0,39,16,43.38
L,2,line,0,0,19,2,19.1,43.38
L,0,line,0,0,0,18,18,34.18
L,1,line,0,18,2,32,14.14,34.18
L,2,line,0,0,12,2,12.17,34.18
L,0,line,0,0,0,25,25,47.51
L,1,line,0,25,2,41,16.12,47.51
L,2,line,0,0,24,1,24.02,47.51
L,0,line,0,0,0,13,13,50.99
L,1,line,0,13,1,38,25.02,50.99
L,2,line,0,0,34,1,34.01,50.99
L,0,line,0,0,0,16,16,30.46
L,1,line,0,16,2,28,12.17,30.46
L,2,line,0,0,12,0,12,30.46
L,0,line,0,0,0,20,20,44.94
L,1,line,0,20,0,42,22,44.94
L,2,line,0,0,16,2,16.12,44.94
L,0,line,0,0,0,15,15,35.11
L,1,line,0,15,2,33,18.11,35.11
L,2,line,0,0,12,2,12.17,35.11
L,0,line,0,0,0,13,13,30.89
L,1,line,0,13,0,27,14,30.89
L,2,line,0,0,15,2,15.13,30.89
L,0,line,0,0,0,23,23,36.72
L,1,line,0,23,2,32,9.22,36.72
L,2,line,0,0,18,2,18.11,36.72
L,0,line,0,0,0,20,20,48.17
L,1,line,0,20,1,36,16.03,48.17
L,2,line,0,0,32,2,32.06,48.17
L,0,line,0,0,0,14,14,28.18
L,1,line,0,14,1,25,11.05,28.18
L,2,line,0,0,13,1,13.04,28.18
L,0,line,0,0,0,8,8,30
L,1,line,0,8,1,24,16.03,30
L,2,line,0,0,18,0,18,30
L,0,line,0,0,0,6,6,17.49
L,1,line,0,6,1,15,9.06,17.49
L,2,line,0,0,9,0,9,17.49
L,0,line,0,0,0,19,19,39.66
L,1,line,0,19,1,33,14.04,39.66
L,2,line,0,0,22,1,22.02,39.66
L,0,line,0,0,0,8,8,22.47
L,1,line,0,8,1,19,11.05,22.47
L,2,line,0,0,12,0,12,22.47
L,0,line,0,0,0,15,15,28.32
L,1,line,0,15,1,21,6.08,28.32
L,2,line,0,0,19,2,19.1,28.32
L,0,line,0,0,0,10,10,19.92
L,1,line,0,10,2,19,9.22,19.92
L,2,line,0,0,6,2,6.32,19.92
L,0,line,0,0,0,16,16,36.06
L,1,line,0,16,1,30,14.04,36.06
L,2,line,0,0,20,2,20.1,36.06
L,0,line,0,0,0,11,11,23.41
L,1,line,0,11,1,22,11.05,23.41
L,2,line,0,0,8,0,8,23.41
L,0,line,0,0,0,12,12,19.7
L,1,line,0,12,1,18,6.08,19.7
L,2,line,0,0,8,2,8.25,19.7
L,0,line,0,0,0,20,20,41.87
L,1,line,0,20,0,32,12,41.87
L,2,line,0,0,27,2,27.07,41.87
L,0,line,0,0,0,8,8,26.68
L,1,line,0,8,0,26,18,26.68
L,2,line,0,0,6,0,6,26.68
L,0,line,0,0,0,15,15,49.58
L,1,line,0,15,0,37,22,49.58
L,2,line,0,0,33,1,33.02,49.58
L,0,line,0,0,0,21,21,35.78
L,1,line,0,21,0,32,11,35.78
L,2,line,0,0,16,2,16.12,35.78
L,0,line,0,0,0,7,7,18.44
L,1,line,0,7,0,14,7,18.44
L,2,line,0,0,12,1,12.04,18.44
L,0,line,0,0,0,18,18,30.36
L,1,line,0,18,1,29,11.05,30.36
L,2,line,0,0,9,0,9,30.36
L,0,line,0,0,0,14,14,25
L,1,line,0,14,2,24,10.2,25
L,2,line,0,0,7,2,7.28,25
L,0,line,0,0,0,19,19,34.83
L,1,line,0,19,1,27,8.06,34.83
L,2,line,0,0,22,0,22,34.83
L,0,line,0,0,0,12,12,35.47
L,1,line,0,12,2,33,21.1,35.47
L,2,line,0,0,13,0,13,35.47
L,0,line,0,0,0,24,24,42.54
L,1,line,0,24,0,37,13,42.54
L,2,line,0,0,21,2,21.1,42.54
L,0,line,0,0,0,20,20,37.12
L,1,line,0,20,1,33,13.04,37.12
L,2,line,0,0,17,0,17,37.12
L,0,line,0,0,0,7,7,30
L,1,line,0,7,1,24,17.03,30
L,2,line,0,0,18,0,18,30
L,0,line,0,0,0,15,15,27.86
L,1,line,0,15,2,26,11.18,27.86
L,2,line,0,0,10,0,10,27.86
L,0,line,0,0,0,11,11,25.63
L,1,line,0,11,0,24,13,25.63
L,2,line,0,0,9,1,9.06,25.63
L,0,line,0,0,0,25,25,49.74
L,1,line,0,25,1,43,18.03,49.74
L,2,line,0,0,25,0,25,49.74
L,0,line,0,0,0,20,20,28.23
L,1,line,0,20,1,26,6.08,28.23
L,2,line,0,0,11,1,11.05,28.23
L,0,line,0,0,0,20,20,31.76
L,1,line,0,20,1,28,8.06,31.76
L,2,line,0,0,15,1,15.03,31.76
L,0,line,0,0,0,13,13,24.6
L,1,line,0,13,1,22,9.06,24.6
L,2,line,0,0,11,2,11.18,24.6
L,0,line,0,0,0,8,8,21.4
L,1,line,0,8,2,17,9.22,21.4
L,2,line,0,0,13,0,13,21.4
L,0,line,0,0,0,25,25,44.65
L,1,line,0,25,0,37,12,44.65
L,2,line,0,0,25,1,25.02,44.65
L,0,line,0,0,0,18,18,37.16
L,1,line,0,18,0,34,16,37.16
L,2,line,0,0,15,1,15.03,37.16
L,0,line,0,0,0,20,20,34.67
L,1,line,0,20,0,29,9,34.67
L,2,line,0,0,19,2,19.1,34.67
L,0,line,0,0,0,20,20,62.24
L,1,line,0,20,2,45,25.08,62.24
L,2,line,0,0,43,1,43.01,62.24
L,0,line,0,0,0,13,13,48.8
L,1,line,0,13,0,35,22,48.8
L,2,line,0,0,34,0,34,48.8
L,0,line,0,0,0,9,9,20
L,1,line,0,9,2,16,7.28,20
L,2,line,0,0,12,0,12,20
L,0,line,0,0,0,11,11,26.63
L,1,line,0,11,2,22,11.18,26.63
L,2,line,0,0,15,2,15.13,26.63
L,0,line,0,0,0,16,16,40.31
L,1,line,0,16,1,29,13.04,40.31
L,2,line,0,0,28,1,28.02,40.31
L,0,line,0,0,0,9,9,27.78
L,1,line,0,9,2,24,15.13,27.78
L,2,line,0,0,14,1,14.04,27.78
L,0,line,0,0,0,12,12,31.05
L,1,line,0,12,0,30,18,31.05
L,2,line,0,0,8,0,8,31.05
L,0,line,0,0,0,12,12,33.24
L,1,line,0,12,2,32,20.1,33.24
L,2,line,0,0,9,1,9.06,33.24
L,0,line,0,0,0,20,20,39.66
L,1,line,0,20,2,33,13.15,39.66
L,2,line,0,0,22,1,22.02,39.66
L,0,line,0,0,0,18,18,50.77
L,1,line,0,18,1,43,25.02,50.77
L,2,line,0,0,27,2,27.07,50.77
L,0,line,0,0,0,12,12,25.5
L,1,line,0,12,1,19,7.07,25.5
L,2,line,0,0,17,1,17.03,25.5
L,0,line,0,0,0,22,22,43.66
L,1,line,0,22,1,41,19.03,43.66
L,2,line,0,0,15,1,15.03,43.66
L,0,line,0,0,0,18,18,34.21
L,1,line,0,18,0,27,9,34.21
L,2,line,0,0,21,1,21.02,34.21
L,0,line,0,0,0,13,13,48.27
L,1,line,0,13,2,37,24.08,48.27
L,2,line,0,0,31,2,31.06,48.27
L,0,line,0,0,0,9,9,26.91
L,1,line,0,9,1,20,11.05,26.91
L,2,line,0,0,18,2,18.11,26.91
L,0,line,0,0,0,16,16,45.28
L,1,line,0,16,2,39,23.09,45.28
L,2,line,0,0,23,1,23.02,45.28
L,0,line,0,0,0,12,12,26.93
L,1,line,0,12,1,25,13.04,26.93
L,2,line,0,0,10,0,10,26.93
L,0,line,0,0,0,9,9,30.41
L,1,line,0,9,0,22,13,30.41
L,2,line,0,0,21,2,21.1,30.41
L,0,line,0,0,0,25,25,54.23
L,1,line,0,25,1,50,25.02,54.23
L,2,line,0,0,21,2,21.1,54.23
L,0,line,0,0,0,8,8,27.8
L,1,line,0,8,0,22,14,27.8
L,2,line,0,0,17,0,17,27.8
L,0,line,0,0,0,22,22,33.62
L,1,line,0,22,2,29,7.28,33.62
L,2,line,0,0,17,1,17.03,33.62
L,0,line,0,0,0,6,6,19.21
L,1,line,0,6,1,15,9.06,19.21
L,2,line,0,0,12,1,12.04,19.21
L,0,line,0,0,0,8,8,33.97
L,1,line,0,8,0,25,17,33.97
L,2,line,0,0,23,0,23,33.97
L,0,line,0,0,0,19,19,26.93
L,1,line,0,19,2,26,7.28,26.93
L,2,line,0,0,7,1,7.07,26.93
L,0,line,0,0,0,23,23,43.6
L,1,line,0,23,1,35,12.04,43.6
L,2,line,0,0,26,0,26,43.6
L,0,line,0,0,0,23,23,40.72
L,1,line,0,23,1,37,14.04,40.72
L,2,line,0,0,17,1,17.03,40.72
L,0,line,0,0,0,16,16,33.62
L,1,line,0,16,1,29,13.04,33.62
L,2,line,0,0,17,2,17.12,33.62
L,0,line,0,0,0,16,16,31.06
L,1,line,0,16,1,26,10.05,31.06
L,2,line,0,0,17,2,17.12,31.06
L,0,line,0,0,0,12,12,27.59
L,1,line,0,12,0,20,8,27.59
L,2,line,0,0,19,1,19.03,27.59
L,0,line,0,0,0,15,15,43.01
L,1,line,0,15,0,35,20,43.01
L,2,line,0,0,25,1,25.02,43.01
L,0,line,0,0,0,14,14,24.19
L,1,line,0,14,1,21,7.07,24.19
L,2,line,0,0,12,2,12.17,24.19
L,0,line,0,0,0,7,7,21.1
L,1,line,0,7,1,18,11.05,21.1
L,2,line,0,0,11,0,11,21.1
L,0,line,0,0,0,15,15,42.44
L,1,line,0,15,0,35,20,42.44
L,2,line,0,0,24,2,24.08,42.44
P,0,line,0,0,0,30,30,40.26
P,1,line,0,30,0,39,9,40.26
P,2,line,0,39,10,33,11.66,40.26
P,3,line,10,33,10,24,9,40.26
P,4,line,10,24,0,15,13.45,40.26
P,0,line,0,0,0,25,25,33.62
P,1,line,0,25,1,31,6.08,33.62
P,2,line,1,31,6,31,5,33.62
P,3,line,6,31,13,27,8.06,33.62
P,4,line,13,27,13,20,7,33.62
P,5,line,13,20,6,16,8.06,33.62
P,6,line,6,16,0,12,7.21,33.62
P,0,line,0,0,0,34,34,47.42
P,1,line,0,34,0,43,9,47.42
P,2,line,0,43,18,37,18.97,47.42
P,3,line,18,37,20,31,6.32,47.42
P,4,line,20,31,20,18,13,47.42
P,5,line,20,18,18,12,6.32,47.42
P,6,line,18,12,0,6,18.97,47.42
P,0,line,0,0,0,29,29,39.22
P,1,line,0,29,1,37,8.06,39.22
P,2,line,1,37,4,36,3.16,39.22
P,3,line,4,36,13,33,9.49,39.22
P,4,line,13,33,13,27,6,39.22
P,5,line,13,27,4,24,9.49,39.22
P,6,line,4,24,0,21,5,39.22
P,0,line,0,0,0,22,22,31.78
P,1,line,0,22,0,29,7,31.78
P,2,line,0,29,6,27,6.32,31.78
P,3,line,6,27,13,23,8.06,31.78
P,4,line,13,23,13,14,9,31.78
P,5,line,13,14,6,10,8.06,31.78
P,6,line,6,10,0,6,7.21,31.78
P,0,line,0,0,0,32,32,57.28
P,1,line,0,32,1,55,23.02,57.28
P,2,line,1,55,14,51,13.6,57.28
P,3,line,14,51,16,42,9.22,57.28
P,4,line,16,42,14,35,7.28,57.28
P,5,line,14,35,0,27,16.12,57.28
P,0,line,0,0,0,36,36,45.89
P,1,line,0,36,2,45,9.22,45.89
P,2,line,2,45,9,41,8.06,45.89
P,3,line,9,41,9,34,7,45.89
P,4,line,9,34,0,27,11.4,45.89
P,0,line,0,0,0,34,34,42.95
P,1,line,0,34,1,42,8.06,42.95
P,2,line,1,42,7,38,7.21,42.95
P,3,line,7,38,9,35,3.61,42.95
P,4,line,9,35,7,30,5.39,42.95
P,5,line,7,30,0,26,8.06,42.95
P,0,line,0,0,0,20,20,46.24
P,1,line,0,20,1,43,23.02,46.24
P,2,line,1,43,17,32,19.42,46.24
P,3,line,17,32,17,19,13,46.24
P,4,line,17,19,0,6,21.4,46.24
P,0,line,0,0,0,28,28,42.45
P,1,line,0,28,0,41,13,42.45
P,2,line,0,41,10,39,10.2,42.45
P,3,line,10,39,11,32,7.07,42.45
P,4,line,11,32,10,27,5.1,42.45
P,5,line,10,27,0,21,11.66,42.45
P,0,line,0,0,0,20,20,34.71
P,1,line,0,20,2,34,14.14,34.71
P,2,line,2,34,7,30,6.4,34.71
P,3,line,7,30,7,24,6,34.71
P,4,line,7,24,0,18,9.22,34.71
P,0,line,0,0,0,29,29,50.92
P,1,line,0,29,0,48,19,50.92
P,2,line,0,48,17,37,20.25,50.92
P,3,line,17,37,17,23,14,50.92
P,4,line,17,23,0,9,22.02,50.92
P,0,line,0,0,0,35,35,49.48
P,1,line,0,35,1,48,13.04,49.48
P,2,line,1,48,12,42,12.53,49.48
P,3,line,12,42,12,33,9,49.48
P,4,line,12,33,0,24,15,49.48
P,0,line,0,0,0,20,20,40.72
P,1,line,0,20,2,37,17.12,40.72
P,2,line,2,37,8,35,6.32,40.72
P,3,line,8,35,17,29,10.82,40.72
P,4,line,17,29,17,18,11,40.72
P,5,line,17,18,8,12,10.82,40.72
P,6,line,8,12,0,6,10,40.72
P,0,line,0,0,0,31,31,52.81
P,1,line,0,31,0,50,19,52.81
P,2,line,0,50,17,39,20.25,52.81
P,3,line,17,39,17,26,13,52.81
P,4,line,17,26,0,13,21.4,52.81
P,0,line,0,0,0,28,28,62.13
P,1,line,0,28,1,52,24.02,62.13
P,2,line,1,52,34,43,34.21,62.13
P,3,line,34,43,34,30,13,62.13
P,4,line,34,30,0,17,36.4,62.13
P,0,line,0,0,0,32,32,60.75
P,1,line,0,32,1,57,25.02,60.75
P,2,line,1,57,21,43,24.41,60.75
P,3,line,21,43,21,26,17,60.75
P,4,line,21,26,0,9,27.02,60.75
P,0,line,0,0,0,30,30,56.94
P,1,line,0,30,2,49,19.1,56.94
P,2,line,2,49,14,43,13.42,56.94
P,3,line,14,43,29,35,17,56.94
P,4,line,29,35,14,27,17,56.94
